day,open,high,low,close,volume
2022-08-16 11:30:00,1872.6754617694908,1877.888035498269,1869.1647544633547,1875.0872496141492,290267
2022-08-16 14:00:00,1875.096974565136,1875.1844991240146,1867.1905894130898,1868.6396071100824,271441
2022-08-16 15:00:00,1868.6396071100824,1869.3495285320987,1863.3006090184792,1865.09,367521
2022-08-17 10:30:00,1876.9099061522418,1876.9099061522418,1842.8726798748696,1848.3769856100105,798233
2022-08-17 11:30:00,1848.3769856100105,1865.24,1848.1241376433786,1860.5817624608967,386312
2022-08-17 14:00:00,1860.5817624608967,1867.1752594369134,1854.5425860271116,1864.2577828988528,268099
2022-08-17 15:00:00,1866.2027672575598,1869.985761835245,1863.0324427528676,1865.24,328119
2022-08-18 10:30:00,1855.5161593247162,1860.456422474281,1840.8801434977577,1841.0065675547346,798946
2022-08-18 11:30:00,1840.9384930625163,1841.6678626219993,1830.2313479293061,1831.5928377736743,690314
2022-08-18 14:00:00,1832.6431299393298,1838.6531351094698,1829.326929675547,1838.0404646795039,465896
2022-08-18 15:00:00,1838.468361487734,1846.2580283830123,1836.202453389607,1843.36,361621
2022-08-19 10:30:00,1845.7877478219114,1855.8530287439116,1836.0628387185293,1851.6032434657338,581538
2022-08-19 11:30:00,1851.6226932839406,1855.4056829251563,1848.7149454620294,1850.6502023736025,247001
2022-08-19 14:00:00,1849.697161281471,1851.5935185566304,1841.732460725801,1843.4051450915829,214700
2022-08-19 15:00:00,1843.356520546066,1846.1670192769434,1839.9528023598823,1842.88,311178
2022-08-22 10:30:00,1833.156748645709,1854.5418431028838,1829.6266034488222,1845.2642714284207,658198
2022-08-22 11:30:00,1846.6063100983115,1852.460710672763,1842.8719416255717,1850.8755490554283,195573
2022-08-22 14:00:00,1850.6324261079844,1852.596859523332,1843.1636891625044,1843.8444334153476,278400
2022-08-22 15:00:00,1843.3873622741528,1844.7974753693281,1839.079223645445,1841.88,410496
2022-08-23 10:30:00,1846.3735498740646,1846.3735498740646,1815.6427987016111,1821.059579841819,1009502
2022-08-23 11:30:00,1818.754773503885,1830.2301805872696,1816.6152908273216,1828.5866688948186,502739
2022-08-23 14:00:00,1828.5866688948186,1832.3404885000614,1816.6152908273216,1818.5116504724574,364700
2022-08-23 15:00:00,1818.4630258661718,1821.4777514558746,1816.6152908273216,1818.57,498695
2022-08-24 10:30:00,1818.5556940998813,1821.3662042929566,1800.0880163952108,1812.7207248409018,682098
2022-08-24 11:30:00,1811.7579549131701,1823.6515672527235,1808.9377197713297,1814.8407636716643,397781
2022-08-24 14:00:00,1813.771019307518,1818.5654190486462,1801.5467587099556,1802.2275051235033,349037
2022-08-24 15:00:00,1802.908251537051,1810.7854600366734,1800.0880163952108,1803.2,443845
2022-08-25 10:30:00,1807.865172413793,1820.5075862068966,1803.1972042440318,1813.6904076923076,481767
2022-08-25 11:30:00,1813.6904076923076,1817.5901061007958,1809.8296090185677,1813.0680119363394,201209
2022-08-25 14:00:00,1813.0680119363394,1824.6893076923077,1810.2866809018567,1821.4606297082228,623341
2022-08-25 15:00:00,1821.4606297082228,1836.067480106101,1820.7896092838196,1833.15,886217
2022-08-26 10:30:00,1847.7349841938883,1859.404889357218,1839.955047418335,1849.8355671232878,1210697
2022-08-26 11:30:00,1849.8258422023182,1851.936150052687,1838.982555321391,1840.2954196522655,327292
2022-08-26 14:00:00,1841.8611319283457,1846.6652428872499,1834.1200948366702,1845.984498419389,341184
2022-08-26 15:00:00,1845.984498419389,1848.7074762908323,1842.8725237091676,1845.79,435022
2022-08-29 10:30:00,1831.2050223012318,1847.7082348495335,1828.4917657891658,1830.0380302530314,539970
2022-08-29 11:30:00,1829.8435315783313,1838.0222008494695,1827.3150488072304,1832.0608164699124,212430
2022-08-29 14:00:00,1833.1500090482327,1835.0755459277634,1827.5678970843403,1828.2778172469957,228400
2022-08-29 15:00:00,1828.2778172469957,1831.8857676626822,1822.4525819397284,1827.14,376162
2022-08-30 10:30:00,1830.5702759358287,1833.1473796791445,1808.8448051336898,1808.873979893048,721117
2022-08-30 11:30:00,1809.0101287700536,1812.7250481283422,1803.1946267379678,1812.6277989304813,568135
2022-08-30 14:00:00,1812.5305497326203,1817.5875080213905,1808.8059054545454,1813.5419413903742,229487
2022-08-30 15:00:00,1813.211294117647,1823.412734973262,1812.7833976470588,1818.56,304800
2022-08-31 10:30:00,1808.937582120582,1857.4650727650728,1808.8500575883575,1845.795135135135,1733465
2022-08-31 11:30:00,1846.4272567567568,1849.1502422037422,1839.9601663201663,1843.393072972973,361682
2022-08-31 14:00:00,1846.74818004158,1872.5970918918918,1843.3541731808732,1869.9032812889811,1389151
2022-08-31 15:00:00,1869.9032812889811,1872.3442432432432,1855.928530977131,1871.08,984853
2022-09-01 10:30:00,1859.5500919777342,1863.29418519956,1842.8815834525146,1844.486194833297,989237
2022-09-01 11:30:00,1844.622343677727,1849.7668250136903,1842.8815834525146,1847.7245923472399,339267
2022-09-01 14:00:00,1847.7245923472399,1848.706809010628,1836.0644163135537,1839.9543832972688,626950
2022-09-01 15:00:00,1839.9543832972688,1843.7762758587692,1829.15,1829.15,729054
2022-09-02 10:30:00,1837.9490105600003,1840.8859323733334,1815.6497995733334,1818.4408477866668,825307
2022-09-02 11:30:00,1818.34359872,1826.3374720000002,1816.6125653333334,1824.9565352533334,228047
2022-09-02 14:00:00,1822.4475093333335,1826.318022186667,1818.5575466666667,1818.6256210133333,329090
2022-09-02 15:00:00,1818.5769964800002,1826.4347210666667,1814.8329074133335,1823.42,556688
2022-09-05 10:30:00,1811.4097870299727,1817.5948610354224,1787.525287411444,1789.460554277929,1221546
2022-09-05 11:30:00,1789.4411043596729,1794.2452341689373,1788.2157595095366,1788.3421839782015,425217
2022-09-05 14:00:00,1788.4199836512262,1794.2549591280654,1769.9425613079018,1774.8050408719346,1018050
2022-09-05 15:00:00,1773.8714447956402,1785.5024959128064,1773.7741952043596,1784.53,1017374
2022-09-06 10:30:00,1784.875165311653,1797.3619783197832,1774.800135501355,1781.9674105691056,812385
2022-09-06 11:30:00,1780.440596205962,1791.3325203252032,1779.6626016260163,1789.912680216802,217821
2022-09-06 14:00:00,1789.8737804878049,1791.3325203252032,1784.0485460704606,1789.0763360433605,486250
2022-09-06 15:00:00,1787.4717222222223,1796.6812330623306,1785.4975609756098,1794.25,566448
2022-09-07 10:30:00,1784.5518121462478,1787.1094658445224,1770.5479287792698,1774.4767960572274,797800
2022-09-07 11:30:00,1774.5351455712564,1781.5954367687746,1769.9352588819643,1769.944983800969,482015
2022-09-07 14:00:00,1769.944983800969,1770.3728802371825,1762.1650485970924,1763.7113107188627,736361
2022-09-07 15:00:00,1763.526537257771,1768.7293689253634,1761.1925566966079,1768.0,814440
2022-09-08 10:30:00,1769.9424793388428,1778.6949421487602,1768.0850122314048,1775.0091828099173,712282
2022-09-08 11:30:00,1775.0383576859504,1781.612429752066,1774.8049586776858,1775.8066294214875,348361
2022-09-08 14:00:00,1775.2134069421488,1780.5135094214875,1772.8696919008264,1773.501814214876,183254
2022-09-08 15:00:00,1773.4920892561984,1774.8049586776858,1765.08,1765.08,415160
2022-09-09 10:30:00,1774.804313770131,1795.1100201106904,1766.0518541405797,1793.2914534987722,1231695
2022-09-09 11:30:00,1793.2817285436283,1799.4959748806098,1789.39174648605,1797.638508448116,537117
2022-09-09 14:00:00,1797.6287834929722,1801.061692658785,1790.3642420004446,1794.1472495514397,330649
2022-09-09 15:00:00,1794.1472495514397,1801.0519677036411,1791.3367375148391,1794.05,609525
2022-09-13 10:30:00,1828.2824906865353,1832.172453432677,1807.11136844066,1822.9337919105908,1151004
2022-09-13 11:30:00,1822.9824164449174,1832.143278712081,1821.6501042043642,1832.0752043640234,564865
2022-09-13 14:00:00,1832.143278712081,1836.431962639702,1828.3894646620543,1830.441420010644,610100
2022-09-13 15:00:00,1830.441420010644,1833.1935686535392,1827.31,1827.31,543340
2022-09-14 10:30:00,1812.7372583734616,1828.2874264312466,1811.7550401284109,1819.7683850187266,657868
2022-09-14 11:30:00,1819.7683850187266,1827.1982339218835,1817.5997249331192,1819.5641614232209,322050
2022-09-14 14:00:00,1819.534986623863,1820.5074799357944,1813.7194766185125,1818.5624933119313,327798
2022-09-14 15:00:00,1818.0762466559656,1825.7978435527018,1817.2690772070625,1817.59,296441
2022-09-15 10:30:00,1818.5650531914894,1841.049130212766,1818.5261534042554,1834.961313510638,821958
2022-09-15 11:30:00,1834.961313510638,1840.3975587765958,1829.359744148936,1833.1524734042553,367904
