open_time,open,high,low,close,volume,,value,cash,totalValue
2022/1/1 2:20,46902.12,46909.75,46824.91,46830.09,502.841,,,,
2022/1/1 2:25,46830.09,46854.07,46810.23,46810.24,274.24,,,,
2022/1/1 2:30,46810.23,46811.73,46769.48,46769.48,342.794,,,,
2022/1/1 2:35,46770.85,46785,46709.44,46750,461.409,,,,
2022/1/1 2:40,46750.56,46796,46745.88,46765.57,229.639,,,,
2022/1/1 2:45,46766,46830,46766,46793.1,239.835,,,,
2022/1/1 2:50,46793.1,46822,46761.17,46809.84,261.326,,,,
2022/1/1 2:55,46812.18,46850,46755.07,46796.14,406.039,,,,
2022/1/1 3:00,46796.15,46812,46746.32,46774.24,268.779,,,,
2022/1/1 3:05,46779,46820.82,46767.77,46820.82,244.224,,,,
2022/1/1 3:10,46820.82,46847,46792.1,46812.59,371.781,,,,
2022/1/1 3:15,46812.59,46888,46796.88,46873.58,491.135,,,,
2022/1/1 3:20,46873.58,46873.58,46762.17,46776.89,515.901,,,,
2022/1/1 3:25,46776.89,46823,46776.89,46794.13,258.861,,,,
2022/1/1 3:30,46794.13,46847.02,46784.84,46837.7,304.46,,,,
2022/1/1 3:35,46837.69,46853.89,46814.43,46835.22,346.645,,,,
2022/1/1 3:40,46835.22,46886,46826.79,46859.99,368.785,,,,
2022/1/1 3:45,46858.37,46885.81,46809,46809,281.473,,,,
2022/1/1 3:50,46809.01,46850.39,46786.26,46850.37,334.784,,,,
2022/1/1 3:55,46850.37,46850.37,46786.31,46789.56,422.164,,,,
2022/1/1 4:00,46789.55,46850,46785.01,46848.06,217.886,,,,
2022/1/1 4:05,46848.05,46868.74,46814.62,46830.96,211.155,,,,
2022/1/1 4:10,46830.97,46835.37,46605.6,46631.7,1391.706,,,,
2022/1/1 4:15,46631.7,46690,46605,46614.47,810.865,,,,
2022/1/1 4:20,46614.47,46684.98,46610.86,46648.86,455.798,,,,
2022/1/1 4:25,46648.87,46707.62,46648.86,46693.01,414.737,,,,
2022/1/1 4:30,46694.98,46695.28,46633.64,46650.01,256.913,,,,
2022/1/1 4:35,46650.01,46688,46625,46678.6,342.338,,,,
2022/1/1 4:40,46678.6,46748.67,46656.98,46724.67,449.579,,,,
2022/1/1 4:45,46724.68,46814,46713.59,46814,647.789,,,,
2022/1/1 4:50,46813.99,46828.41,46781.86,46786.84,460.431,,,,
2022/1/1 4:55,46786.84,46786.85,46690,46690.81,490.101,,,,
2022/1/1 5:00,46690.81,46730,46677,46688.4,427.14,,,,
2022/1/1 5:05,46688.4,46693,46657.99,46666.88,223.458,,,,
2022/1/1 5:10,46666.88,46769.31,46662.69,46765,337.227,,,,
2022/1/1 5:15,46765,46809.09,46746.39,46808.23,378.603,,,,
2022/1/1 5:20,46808.24,47470,46802.44,47447.4,4324.693,,,,
2022/1/1 5:25,47447.4,47492.38,47350,47377.99,2561.107,,,,
2022/1/1 5:30,47377.37,47566.66,47377.36,47469.99,1816.522,,,,
2022/1/1 5:35,47470.2,47510,47420.61,47457.4,955.064,,,,
2022/1/1 5:40,47457.4,47459.55,47220,47281.81,1352.008,,,,
2022/1/1 5:45,47281.81,47281.81,47166.79,47227.01,1078.807,,,,
2022/1/1 5:50,47227.01,47312.82,47166.69,47265.83,788.846,,,,
2022/1/1 5:55,47265.83,47299.95,47122.22,47184.18,744.533,,,,
2022/1/1 6:00,47184.19,47229.02,47099.43,47099.43,746.187,,,,
2022/1/1 6:05,47099.3,47268.75,47073.35,47258.19,902.7,,,,
2022/1/1 6:10,47258.2,47314.4,47219.13,47289.97,614.832,,,,
2022/1/1 6:15,47289.97,47289.97,47172.22,47186.98,407.643,,,,
2022/1/1 6:20,47186.97,47209.54,47155.19,47169.7,404.449,,,,
2022/1/1 6:25,47169.71,47169.71,47101.77,47120.22,654.728,,,,
2022/1/1 6:30,47120.22,47170,47094,47132.81,454.153,,,,
2022/1/1 6:35,47132.81,47187.93,47103.18,47131.5,244.743,,,,
2022/1/1 6:40,47130.85,47194.85,47126.13,47150.4,254.231,,,,
2022/1/1 6:45,47150.41,47230.29,47020,47061.54,1151.819,,,,
2022/1/1 6:50,47061.54,47076.97,47020,47033.08,394.542,,,,
2022/1/1 6:55,47033.44,47099,46914.84,46972.19,1244.813,,,,
2022/1/1 7:00,46972.19,47030,46920.01,47028.6,854.629,,,,
2022/1/1 7:05,47028.6,47036.64,46867,46949.84,1015.794,,,,
2022/1/1 7:10,46949.84,46985.01,46920.81,46980,295.909,,,,
2022/1/1 7:15,46980.01,47041.06,46956.74,47033.28,439.962,,,,
2022/1/1 7:20,47033.28,47046,46952.45,46977.42,340.123,,,,
2022/1/1 7:25,46977.42,46999,46935.71,46950.34,274.662,,,,
2022/1/1 7:30,46950.35,47002.9,46936.5,46981.95,206.775,,,,
2022/1/1 7:35,46981.96,47057.7,46965.84,47055.23,383.863,,,,
2022/1/1 7:40,47057.7,47119.71,47036.45,47088.09,476.001,,,,
2022/1/1 7:45,47088.1,47140.32,47060,47086.35,337.93,,,,
2022/1/1 7:50,47086.35,47167.45,47081.64,47149.91,492.21,,,,
2022/1/1 7:55,47149.91,47247.44,47101.97,47186.83,1110.015,,,,
2022/1/1 8:00,47186.83,47223.2,47101.87,47148.76,673.615,,,,
2022/1/1 8:05,47148.76,47173.34,47060.74,47080.01,417.669,,,,
2022/1/1 8:10,47080.01,47154.04,47073.88,47144.69,494.432,,,,
2022/1/1 8:15,47144.68,47330.5,47140.45,47280.72,1294.228,,,,
2022/1/1 8:20,47281.18,47285.11,47218.07,47236.92,447.52,,,,
2022/1/1 8:25,47236.71,47338,47236.71,47305.26,444.889,,,,
2022/1/1 8:30,47304.98,47310.77,47189.31,47203.73,585.73,,,,
2022/1/1 8:35,47204.79,47238.09,47157.74,47160.51,302.343,,,,
2022/1/1 8:40,47162.15,47231.32,47160.01,47207.6,296.556,,,,
2022/1/1 8:45,47210.99,47260.61,47166.08,47183.06,357.261,,,,
2022/1/1 8:50,47183.07,47209.85,47080.02,47115.68,693.076,,,,
2022/1/1 8:55,47115.68,47136.19,47091.89,47117.84,287.196,,,,
2022/1/1 9:00,47118.78,47160,47053.91,47104.64,462.261,,,,
2022/1/1 9:05,47104.64,47193.62,47103,47170.63,412.997,,,,
2022/1/1 9:10,47170.62,47200,47138.28,47200,234.25,,,,
2022/1/1 9:15,47199.99,47200,47112.9,47130.45,229.677,,,,
2022/1/1 9:20,47130.45,47164.08,47102.61,47102.61,221.163,,,,
2022/1/1 9:25,47102.61,47129.77,47069.12,47082.73,447.117,,,,
2022/1/1 9:30,47082.74,47118.99,47057.04,47059.94,362.125,,,,
2022/1/1 9:35,47059.96,47059.98,46970.73,46983.1,1217.841,,,,
2022/1/1 9:40,46983.1,47003.85,46920.02,46976.22,594.144,,,,
2022/1/1 9:45,46976.22,47063.7,46945.51,47055.98,563.137,,,,
2022/1/1 9:50,47055.98,47072.57,47023.05,47040,366.385,,,,
2022/1/1 9:55,47040,47143.64,47035.01,47137.37,401.337,,,,
2022/1/1 10:00,47137.01,47293.76,47131,47217.71,1397.179,,,,
2022/1/1 10:05,47215.89,47215.89,47120.11,47158.91,545.014,,,,
2022/1/1 10:10,47158.9,47199.77,47101.01,47101.02,372.198,,,,
2022/1/1 10:15,47101.01,47101.01,47011,47047.82,594.586,,,,
2022/1/1 10:20,47047.83,47060.39,46960.16,47034.13,754.895,,,,
2022/1/1 10:25,47034.13,47039.69,46794.57,46859.99,2020.258,,,,
2022/1/1 10:30,46859.99,46859.99,46710,46750.55,1893.907,,,,
2022/1/1 10:35,46750.54,46844.87,46700.09,46825.74,1152.369,,,,
2022/1/1 10:40,46825.74,47017.54,46818.4,46971.16,1209.886,,,,
2022/1/1 10:45,46971.16,47085.89,46910,46932.14,1015.204,,,,
2022/1/1 10:50,46932.73,47020,46911.56,46955.07,513.777,,,,
2022/1/1 10:55,46955.08,46955.08,46860,46864.09,389.965,,,,
2022/1/1 11:00,46867.57,46946.81,46860,46941.88,401.599,,,,
2022/1/1 11:05,46941.88,46961.45,46864.27,46916.71,475.581,,,,
2022/1/1 11:10,46916.7,46933.29,46859.36,46923.31,241.346,,,,
2022/1/1 11:15,46921.64,47003.92,46915.58,46994.49,502.579,,,,
2022/1/1 11:20,46994.49,46997.6,46889.06,46928.85,578.38,,,,
2022/1/1 11:25,46928.86,46979.77,46910.21,46956.19,189.472,,,,
2022/1/1 11:30,46955.63,46972.05,46866.37,46897.65,365.385,,,,
2022/1/1 11:35,46897.65,46944.01,46810,46932.93,685.758,,,,
2022/1/1 11:40,46932.94,46987.45,46923.68,46941.01,462.77,,,,
2022/1/1 11:45,46941,46977,46927.32,46946.45,217.495,,,,
2022/1/1 11:50,46946.45,46953.65,46777,46801.25,849.306,,,,
2022/1/1 11:55,46803.84,46848.63,46750,46755.01,785.429,,,,
2022/1/1 12:00,46755.01,46828.75,46755.01,46805.22,498.425,,,,
2022/1/1 12:05,46801.97,46932.99,46796.84,46924.56,541.19,,,,
2022/1/1 12:10,46924.57,46988.88,46891.19,46988.88,513.436,,,,
2022/1/1 12:15,46989,47013.98,46894.93,46942.01,644.116,,,,
2022/1/1 12:20,46942,46976.32,46906.18,46931.22,224.719,,,,
2022/1/1 12:25,46931.22,46955,46872.31,46954.99,293.74,,,,
2022/1/1 12:30,46955,47148,46938.65,47038.59,1489.144,,,,
2022/1/1 12:35,47038.6,47052.62,47006.06,47026.2,412.324,,,,
2022/1/1 12:40,47024.74,47057.41,47000.32,47000.32,316.668,,,,
2022/1/1 12:45,47000.32,47096.81,47000,47092.25,339.473,,,,
2022/1/1 12:50,47090.17,47128.76,47053.7,47069.58,420.764,,,,
2022/1/1 12:55,47069.59,47120,47027,47062.37,308.674,,,,
2022/1/1 13:00,47062.37,47144.98,47025.8,47027.84,643.128,,,,
2022/1/1 13:05,47027.83,47066.87,47012.28,47031.13,308.842,,,,
2022/1/1 13:10,47031.13,47133,47030,47126.45,428.047,,,,
2022/1/1 13:15,47129.73,47200,47087.26,47135,710.04,,,,
2022/1/1 13:20,47135.01,47150,47044.7,47069.87,436.412,,,,
2022/1/1 13:25,47069.87,47080.42,46967,47015.73,1083.061,,,,
2022/1/1 13:30,47015.72,47044.59,46907.65,46972.86,705.043,,,,
2022/1/1 13:35,46972.86,47066.91,46951,47034.32,536.704,,,,
2022/1/1 13:40,47034.31,47075.27,47020.2,47056.29,255.369,,,,
2022/1/1 13:45,47054.16,47066.26,46985.92,46995.21,172.922,,,,
2022/1/1 13:50,46995.21,47003.03,46953.66,46960.01,299.71,,,,
2022/1/1 13:55,46960,47028.58,46953.64,47005.55,275.904,,,,
2022/1/1 14:00,47005.55,47053.68,47000,47000.01,307.125,,,,
2022/1/1 14:05,47000.02,47003.74,46924.18,46969.72,486.21,,,,
2022/1/1 14:10,46969.73,47019,46956.96,46956.96,280.61,,,,
2022/1/1 14:15,46956.96,47059.82,46956.96,46988,375.461,,,,
2022/1/1 14:20,46988,47105.19,46971.08,47075.72,584.845,,,,
2022/1/1 14:25,47075.71,47079.41,47001,47018.78,220.537,,,,
2022/1/1 14:30,47018.78,47033.01,46865.44,46890.26,943.643,,,,
2022/1/1 14:35,46890.27,46926.13,46830.23,46890.02,735.52,,,,
2022/1/1 14:40,46890.02,46969.52,46890,46895.01,421.324,,,,
2022/1/1 14:45,46895.01,46939,46873.52,46873.52,324.63,,,,
2022/1/1 14:50,46872.12,46962.61,46870,46940.46,360.117,,,,
2022/1/1 14:55,46940.47,46950,46881.66,46909.2,295.873,,,,
2022/1/1 15:00,46909.2,46956.23,46860.2,46944.91,347.164,,,,
2022/1/1 15:05,46944.92,47000,46936.92,46956,423.622,,,,
2022/1/1 15:10,46955.99,46973.94,46914.08,46946.35,156.097,,,,
2022/1/1 15:15,46946.35,46980.97,46904.38,46950.01,229.935,,,,
2022/1/1 15:20,46950,46992.8,46942,46968.51,235.663,,,,
2022/1/1 15:25,46968.51,47021.99,46968.51,47009.82,274.953,,,,
2022/1/1 15:30,47009.82,47404.89,46991.19,47329.96,3000.099,,,,
2022/1/1 15:35,47329.96,47488.64,47228.9,47370.54,2292.196,,,,
2022/1/1 15:40,47370.55,47424.81,47300.04,47314.77,1089.207,,,,
2022/1/1 15:45,47314.77,47386.89,47156.4,47170.03,1597.775,,,,
2022/1/1 15:50,47170,47237.44,47089.44,47182.21,945.543,,,,
2022/1/1 15:55,47182.21,47220,47150,47194.78,507.726,,,,
2022/1/1 16:00,47194.77,47297.41,47157.59,47252.2,897.557,,,,
2022/1/1 16:05,47252.2,47383.54,47235.91,47326.22,817.79,,,,
2022/1/1 16:10,47326.21,47450,47324.88,47409.43,1273.733,,,,
2022/1/1 16:15,47409.43,47410,47315.55,47361.31,581.113,,,,
2022/1/1 16:20,47358.43,47378.75,47317.56,47356.55,540.618,,,,
2022/1/1 16:25,47356.55,47500,47340.43,47452.77,1111.922,,,,
2022/1/1 16:30,47452.76,47477.93,47386.53,47418.42,719.118,,,,
2022/1/1 16:35,47420.01,47456.56,47353.25,47397.46,604.498,,,,
2022/1/1 16:40,47397.47,47420.82,47362.15,47395.33,343.389,,,,
2022/1/1 16:45,47395.32,47444,47303.13,47308.37,905.482,,,,
2022/1/1 16:50,47308.36,47356.4,47247.19,47247.2,661.731,,,,
2022/1/1 16:55,47247.19,47269.39,47222.18,47249.99,521.244,,,,
2022/1/1 17:00,47250,47325.4,47249.99,47306.97,550.907,,,,
2022/1/1 17:05,47306.97,47346,47227.74,47280.64,528.063,,,,
2022/1/1 17:10,47280.65,47286,47220.03,47227.44,314.022,,,,
2022/1/1 17:15,47227.44,47279.02,47220.46,47265,331.286,,,,
2022/1/1 17:20,47265,47280,47223.68,47241.56,230.845,,,,
2022/1/1 17:25,47240.1,47332.8,47235.41,47306.6,404.746,,,,
2022/1/1 17:30,47306.6,47439.06,47304.49,47422.96,702.557,,,,
2022/1/1 17:35,47422.97,47800,47380.68,47727.94,3354.553,,,,
2022/1/1 17:40,47727.94,47896,47727.94,47827.91,3072.57,,,,
2022/1/1 17:45,47827.91,47943.77,47710.82,47747.29,2443.405,,,,
2022/1/1 17:50,47746.4,47835.15,47730.05,47753.01,757.175,,,,
2022/1/1 17:55,47753,47768.09,47653.84,47733.16,1134.595,,,,
2022/1/1 18:00,47733.16,47770,47650,47672.99,926.669,,,,
2022/1/1 18:05,47672.99,47799.96,47668.22,47797.33,701.141,,,,
2022/1/1 18:10,47799.04,47832.04,47709.23,47723.78,578.873,,,,
2022/1/1 18:15,47723.77,47762.01,47617.92,47646.28,641.04,,,,
2022/1/1 18:20,47646.28,47698.93,47640,47674.79,359.989,,,,
2022/1/1 18:25,47674.78,47679.99,47584.27,47622.75,544.686,,,,
2022/1/1 18:30,47622.75,47649.88,47405,47482.29,2261.586,,,,
2022/1/1 18:35,47482.29,47500,47402.67,47469.93,1029.175,,,,
2022/1/1 18:40,47469.93,47514.42,47420.86,47453.39,442.124,,,,
2022/1/1 18:45,47453.4,47517.61,47400.44,47494.22,518.171,,,,
2022/1/1 18:50,47494.21,47535,47458.99,47466.27,467.755,,,,
2022/1/1 18:55,47466.27,47618.1,47463.92,47546.74,1383.521,,,,
2022/1/1 19:00,47546.74,47589.66,47536.29,47558.65,289.261,,,,
2022/1/1 19:05,47558.65,47603.9,47500,47518.69,533.624,,,,
2022/1/1 19:10,47518.68,47543.23,47474,47498.15,376.99,,,,
2022/1/1 19:15,47498.16,47498.16,47410.24,47439.99,598.834,,,,
2022/1/1 19:20,47440,47473.36,47313.04,47365.69,700.996,,,,
2022/1/1 19:25,47365.69,47409.99,47326.46,47382,553.088,,,,
2022/1/1 19:30,47380.22,47399.86,47319.65,47347.73,481.359,,,,
2022/1/1 19:35,47347.73,47361.62,47290.47,47313.18,586.923,,,,
2022/1/1 19:40,47313.18,47368.86,47280,47317.01,656.092,,,,
2022/1/1 19:45,47317,47327.08,47278.67,47322.36,403.234,,,,
2022/1/1 19:50,47322.36,47349.88,47287,47304.91,313.722,,,,
2022/1/1 19:55,47304.92,47347.2,47300.33,47326.98,314.724,,,,
2022/1/1 20:00,47326.99,47345.54,47287.08,47310.74,351.049,,,,
2022/1/1 20:05,47310.75,47348.78,47307.14,47345,246.927,,,,
2022/1/1 20:10,47345,47345,47287.46,47306.89,263.665,,,,
2022/1/1 20:15,47306.9,47336.39,47223,47323.11,639.502,,,,
2022/1/1 20:20,47323.1,47393.89,47314.46,47390.74,472.495,,,,
2022/1/1 20:25,47393.14,47431.84,47366.58,47401.44,422.327,,,,
2022/1/1 20:30,47401.44,47545.74,47382.1,47509.93,1109.923,,,,
2022/1/1 20:35,47509.93,47549.98,47416.49,47430.9,639.408,,,,
2022/1/1 20:40,47431.25,47440,47373,47389.76,359.852,,,,
2022/1/1 20:45,47389.75,47467.46,47378.44,47380.01,694.277,,,,
2022/1/1 20:50,47380,47387.98,47328.07,47371.5,448.563,,,,
2022/1/1 20:55,47371.5,47425,47371.5,47385.22,257.039,,,,
2022/1/1 21:00,47385.21,47412.91,47353.02,47388.01,201.142,,,,
2022/1/1 21:05,47388,47425,47365.79,47388.74,296.629,,,,
2022/1/1 21:10,47388.74,47533.59,47382.45,47505.17,590.98,,,,
2022/1/1 21:15,47505.17,47528.15,47426.99,47441.45,378.083,,,,
2022/1/1 21:20,47441.46,47449.99,47400,47400,263.178,,,,
2022/1/1 21:25,47400,47408.04,47324.18,47350.79,464.388,,,,
2022/1/1 21:30,47350.8,47440.71,47338.47,47413.61,723.422,,,,
2022/1/1 21:35,47413.62,47485.88,47387.07,47428.54,703.324,,,,
2022/1/1 21:40,47428.53,47471.7,47401.31,47446.14,320.245,,,,
2022/1/1 21:45,47446.14,47473.37,47262.48,47300.9,545.976,,,,
2022/1/1 21:50,47300.9,47303.96,47263.48,47278.76,349.828,,,,
2022/1/1 21:55,47276.27,47331.9,47270.7,47322.2,323.929,,,,
2022/1/1 22:00,47322.19,47362.52,47286.24,47351.99,463.855,,,,
2022/1/1 22:05,47351.99,47362.01,47300,47305.14,300.979,,,,
2022/1/1 22:10,47305.13,47322,47202.47,47253.82,636.012,,,,
2022/1/1 22:15,47253.82,47290.25,47253.82,47280.71,230.841,,,,
2022/1/1 22:20,47280.71,47334,47256.36,47331.21,381.228,,,,
